BscStartDate,Asset,OriginalShorttext,PMType,Cost
2010-04-29,D,Changeout CYLINDER STICK - RIGHT,PM01,68607.99
2010-04-29,D,LH PTO Cooler lower fitting leaking,PM01,0
2010-05-26,D,Set up for cylinder changes,PM01,0
2010-05-27,D,WARR lh stick cylinder bypassing,PM01,2151.9
2010-05-27,D,WARR rh stick cylinder Bypassing,PM01,954.74
2010-06-12,D,SHD 24 - broke end off L/H crowd cyl.,PM01,56179.75
2010-07-08,D,Scope Stick cylinder failures,PM01,0
2010-07-27,D,Replace all stick cylinder hoses,PM01,6762.6
2010-08-24,D,WARR LH Stick cylinder gland weeping,PM01,73.78
2010-08-24,D,WARR RH Stick cylinder bypassing interna,PM01,225.82
2010-12-14,D,Changeout CYLINDER BOOM - LEFT,PM01,90185.55
2011-05-23,D,LH PTO pump chip sensor harness U/S,PM01,509.05
2011-06-08,D,Top up PTO boxes,PM01,459.21
2011-06-08,D,Top up PTO boxes,PM01,459.21
2011-08-23,D,WARR SHD24 LH Stick Cyl rod seal leaking,PM01,0
2007-02-26,E,CHECK CHIP INDICATOR ON R/H PTO BOX,PM01,900.11
2007-02-27,E,REPLACE STICK CYL ANTI CAV VAVLE,PM01,679.92
2007-03-24,E,HYD OIL LEAK ON DIPPER ARM CYLINDER,PM01,1791.67
2007-09-09,E,CHANGEOUT LH STICK CYLINDER- LEAKING,PM01,31303.73
2007-11-19,E,FIT ADDITIONAL DIPSTICK TO PTO's,PM01,189.26
2007-11-26,E,CHANGEOUT RH STICK CYLINDER,PM02,33637.67
2007-12-23,E,CHANGE OUT  L/H BOOM CYL.,PM01,34636.8
2008-05-13,E,RH STICK CYL ROD HAS FAILED -  WRRY??,PM01,55201.28
2008-11-24,E,REPLACE RH BOOM CYL,PM01,49287.85
2009-04-12,E,REPLACE L/H BUCKET CYLINDER HOSE,PM01,3013.32
2009-08-27,E,CHANGE OUT RH STICK CYLINDER,PM01,61608.85
2010-06-07,E,FUEL FILL STATION CYLINDER U/S,PM01,5387.95
2010-08-07,E,LH PTO BOX FULL OF METAL,PM01,12129.09
2011-03-14,E,L/H PTO OIL COOLER HOSE LEAKING,PM01,1191.05
2002-09-30,B,r/h trans motor seal u/s,PM01,928.26
2004-08-21,D,Rectify overheating transmission.,PM01,0
2004-12-11,D,r/h trans temp too high,PM01,0
2005-12-22,D,transmission oil temp overheating.,PM01,0
2006-07-27,D,REINSTAL PIPING,PM01,331.45
2010-04-22,D,LH  transmission Box High temp,PM01,509.08
2011-07-16,D,Transmission over temp,PM01,396.35
2007-03-23,E,LH ENGINE LACKING POWER,PM01,73.78
2009-01-17,E,TUNE UP MACHINE - MACHINE LACKING POWER,PM01,2361.44
2001-12-15,B,Top up final drives with 85/140,PM01,276.26
2002-02-10,B,Change LH travel motor on hours,PM01,12754.9
2002-04-20,B,Top up final drive with oil,PM01,126.86
2002-04-22,B,Repair oil leak at final drive,PM01,281
2002-05-27,B,Change RH final drive oil. Flush compart,PM01,0
2002-06-14,B,RH120C-LH FINAL DRIVE CHANGEOUT,PM02,0
2002-08-31,B,RESEAL BOTH TRAVEL MOTOR CASE DRAINS,PM01,119.94
2002-10-17,B,left hand travel motor resevoir empty,PM01,0
2002-12-11,B,lh travel motor seal leaking (see text),PM01,0
2003-03-17,B,REPLACE U/S DRAIN PLUG R/H/S FINAL DRIVE,PM01,175.47
2003-03-23,B,top up final drives reservoirs,PM01,91.31
2003-05-11,B,Flush and refill RH final drive,PM01,2114.09
2003-05-22,B,Repair RH final drive,PM01,713.98
2003-11-12,B,replace final drive dungs,PM01,211.08
2004-06-12,B,RH120C-LH FINAL DRIVE CHANGEOUT,PM02,0
2004-02-06,C,RESEAL LEAK AT T-PIECE L/H TRAVEL MOTOR,PM01,37.05
2007-03-01,C,REPAIR OIL LEAK R/H FINAL DRIVE,PM01,313.56
2009-10-23,C,OIL LEAKING FROM R/H FINAL DRIVE,PM01,0
2009-10-23,C,CHANGE OUT R/H FINAL DRIVE,PM01,211734.64
2010-03-31,C,CHANGEOUT ~ LEFT FINAL DRIVE,PM02,279733.63
2010-09-20,C,CHANGE OIL IN INNER R/H FINAL DRIVE,PM01,0
2006-09-07,D,RH Rear travel motor seal leaking.,PM01,134.72
2006-11-30,D,Modify travel motor gaurds RHS only,PM01,3893.23
2006-12-02,D,Remove brake pack R/H/R travel motor,PM01,330.98
2006-12-21,D,Modify travel motor gaurds LHS only,PM01,2145
2007-01-11,D,Brake pack R/H/R travel motor,PM01,1111.77
2007-02-27,D,Travel motor gaurd hinge pins walking ou,PM01,0
2007-05-07,D,Replace L/H final drive,PM02,193506.28
2007-07-10,D,SCV Repair L/H Travel motor guard,PM01,1572.22
2007-09-20,D,replace borrow parts from new f/d,PM01,2855.49
2007-11-30,D,RH final drive u/s SHD24,PM01,1444.56
2008-02-28,D,Final drive storage /Transport fab,PM01,1596.65
2008-03-11,D,Travel motor gaurds to be washed out.,PM01,33.06
2008-07-31,D,Changeout final drive oils next service,PM01,377.53
2008-10-08,D,Rebolt final drive cover SHD0024,PM01,275.14
2008-10-09,D,Reposition inner final drive breathers,PM01,0
2008-10-30,D,Brake pack leaking oil into final drive,PM01,26100.41
2009-03-10,D,Change final drive oils,PM01,0
2009-04-09,D,Extend inside final drive breathers,PM01,0
2009-05-13,D,refit travel moter gard lh side,PM01,0
2009-07-18,D,Niosy when walking,PM01,320.54
2009-08-11,D,Replace final drive plugs,PM01,858.84
2009-09-08,D,Replace final drive plugs,PM01,0
2009-10-19,D,Replace final drive bungs,PM01,0
2009-10-27,D,RH Travel motors leaking shaft seals,PM01,7860.18
2009-12-15,D,Metal Flakes on Final drive plugs,PM01,0
2010-02-16,D,Replace Inner final drive bungs @ 500Hr,PM01,139.24
2010-02-23,D,o-ring blown on r/h front travel motor,PM01,170.9
2010-03-01,D,Change out both final drive oils,PM01,0
2010-04-13,D,ACC DAMAGE RH Final drive breathers,PM06,0
2010-04-14,D,Oil leaks both final drives Motor guards,PM01,0
2010-07-07,D,Repair LH travel motor guard SHD24,PM01,4696.96
2010-09-07,D,Repair LH Travel motor guard,PM01,2971.56
2010-12-09,D,acc damaged travel motor gaurd,PM06,3205.03
2011-05-27,D,Changeout FINAL DRIVE - LEFT,PM01,60293.87
2011-06-09,D,Remove sprockets from old final drives,PM01,336.76
2011-09-19,D,Replace RH Final drive bung,PM01,376.08
2011-09-23,D,Changeout FINAL DRIVE - RIGHT,PM01,218969.85
2006-12-14,E,NOT WALKING TOO WELL,PM01,154.6
2007-03-07,E,REPAIR DAMAGED R/H FINAL DRIVE COVER,PM01,147.56
2008-05-20,E,CHANGE OUT RH INNER FINAL DRIVE OIL(SOS),PM01,0
2008-07-16,E,DRAIN & FLUSH L/H INNER FINAL DRIVE OIL,PM01,0
2008-08-30,E,Final Drive Motor cover loose.,PM01,0
2010-05-31,E,OIL LEAK ON L/H FINAL DRIVE TRACTION MTR,PM01,9238.62
2010-07-05,E,120E - L/H FINAL DRIVE - CHANGE OUT,PM02,259221.01
2010-07-06,E,120E - R/H FINAL DRIVE - CHANGE OUT,PM02,228447.69
2011-07-18,E,FINAL DRIVE COVER BROKEN AND BENT,PM01,0
2011-09-13,E,Replace bleeders on final drives,PM01,2501.28
2002-02-10,B,Change LH travel brake on hours,PM01,4459.4
2002-02-10,B,Change RH travel brake on hours,PM01,4755.37
2002-08-14,B,L/H TRAVEL BRAKE COMING ON INTERMITENTLY,PM01,672.96
2002-09-02,B,prople brakes locking on at times,PM01,0
2002-09-02,B,shovel can swing whilst swing brakes on,PM01,359.83
2002-10-03,B,Replace RH propel brake,PM01,5116.78
2002-10-06,B,brake locked up,PM01,4981.69
2003-01-12,B,trameing brake light on,PM01,555.11
2003-02-05,B,RH120C-LH TRAVEL BRAKE CHANGEOUT,PM02,0
2003-02-05,B,RH120C-RH TRAVEL BRAKE CHANGEOUT,PM02,0
2004-01-06,B,RH120C-LH TRAVEL BRAKE CHANGEOUT,PM02,0
2004-01-06,B,RH120C-RH TRAVEL BRAKE CHANGEOUT,PM02,0
2004-08-23,C,REPORT OF BRAKES NOT HOLDING,PM01,162.74
2006-03-14,C,WATER IN SLEW BRAKE RESERVOIR,PM01,0
2007-11-29,C,SLEW BRAKES NOT HOLDING WELL,PM02,4320.61
2008-01-23,C,C/OUT RH SLEW BRAKE- NOT HOLDING WELL,PM02,5173.26
2009-12-10,C,CHANGEOUT ~ RIGHT PROPEL BRAKE,PM02,239.07
2009-12-10,C,CHANGEOUT ~ LEFT PROPEL BRAKE,PM02,1889.39
2011-10-17,C,CHANGEOUT ~ SLEW BRAKE LEFT,PM02,0
2011-10-17,C,CHANGEOUT ~ SLEW BRAKE RIGHT,PM02,0
2011-10-19,C,CHANGEOUT ~ LEFT PROPEL BRAKE,PM02,0
2011-10-19,C,CHANGEOUT ~ RIGHT PROPEL BRAKE,PM02,0
2003-09-05,D,SLEW BRAKE NOT RELEASING,PM01,446.11
2004-05-07,D,"propel brakes locking on , the l/h brake",PM01,1434.37
2004-10-01,D,LH Slew brake slipping,PM01,3028.42
2004-10-01,D,RH slew brake slipping,PM01,3028.42
2005-02-22,D,Replace damaged L/H brake,PM06,3141.1
2007-03-22,D,reseal 3 propel brakes lhf lhr rhf,PM01,852.46
2007-04-16,D,Machine brakes not releasing on SHD24,PM01,0
2007-07-10,D,accident damage brake overhauls rust,PM06,52260.9
2007-09-20,D,overhaul used brake unit,PM01,1205.68
2007-11-15,D,Repair and return travel brake ass.,PM01,2292.15
2009-01-12,D,pms slow slue brake SHD24,PM01,591.26
2009-01-14,D,slew brakes not working SHD24,PM01,642.38
2009-01-14,D,Slew brakes not holding,PM01,394.17
2009-02-26,D,Strip & Quote repair of travel brake pac,PM01,3189.8
2009-11-24,D,C/O Oil leak RHF travel brake,PM01,0
2009-11-24,D,oil leaking rhf  propel brake change out,PM01,24.85
2010-02-25,D,Rebuild RH Front brake pack,PM01,4484.71
2010-04-13,D,Changeout Right slew Brake on HRS,PM01,3799.89
2010-06-29,D,Replace LH Slew brake on Hrs,PM01,4672.38
2011-06-22,D,Slew brakes not holding SHD24,PM01,385.16
2011-10-18,D,Changeout RH Slew brake Hrs,PM01,2637.29
2007-05-25,E,CHANGEOUT L & R PROPEL BRAKES,PM01,0
2008-02-10,E,HYD LEAK AT LH BRAKE HOSE,PM01,258.93
2011-01-22,E,Mech Repl Slew Brake LH  See WO 28167481,PM02,0
2011-01-22,E,LH SLEW BRAKE LEAKING FILLING GEARBOX,PM02,10119.81
2011-10-09,E,Mech Repl Slew Brake Right  SHD26,PM02,4066.25
2008-12-18,D,DRIVESHAFT SEALS U/S,PM01,0
2005-02-28,A,REPAIR LUBE LEAK,PM01,195.55
2006-01-07,A,GREASE SYSTEM FAULT,PM01,193.44
2007-01-14,A,GREASE LINE,PM01,0
2007-10-11,A,GREASE LINE BROKEN,PM01,204.63
2008-10-28,A,REPAIR GREASE SYSTEM,PM01,1711.31
2001-08-08,B,re-mount grease tank,PM01,0
2001-10-03,B,RECTIFY LUBE SYSTEM FAULT.,PM01,124.97
2001-10-24,B,oil leaks on pto & pto lube pump,PM01,0
2001-11-26,B,Empty excessive from overflow,PM01,0
2001-12-22,B,BROKEN LUBE LINE,PM01,276.26
2001-12-23,B,REPLACE LUBE FILL AND VAC POINTS,PM01,1082.14
2002-01-24,B,REPLACE DAMAGED GREASE LINE,PM01,15.93
2002-02-25,B,broken lube lines,PM01,0
2002-03-01,B,replace lube timer,PM01,396.3
2002-04-02,B,REPLACE L/H BUCKET CYLINDER GREASE LINE,PM01,11.2
2002-04-10,B,"loose grease line on bucket ,",PM01,0
2002-04-29,B,BROKEN GREASE LINE ON BUCKET.,PM01,120
2002-05-17,B,PUMPED IN SOME GREASE INTO BULK TANK,PM01,960
2002-05-27,B,boom pivot grease traps full,PM01,0
2002-06-17,B,REPLACE LUBE FITTINGS SEE TEXT,PM01,0
2002-06-18,B,REPLACE R/H PTO LUBE PUMP,PM01,2174.28
2002-06-27,B,Lube grease tank has run out,PM01,862.81
2002-07-22,B,GREASED LOAD ROLLER,PM01,0
2002-08-01,B,LUBE SYSTEM GOING OUT ON FAULT,PM01,79.63
2002-10-13,B,BROKEN GREASE LINE ON CROWD.(see history,PM01,126.6
2002-11-26,B,CROWD LUBE HOSES U/S,PM01,161.25
2002-11-27,B,LUBE SYSTEM FAULT,PM01,313.53
2002-12-05,B,LUBE SYSTEMAT FAULT,PM01,193.81
2002-12-11,B,broken grease line,PM01,0
2002-12-17,B,LUBE SYSTEM NOT WORKING ON TIMER,PM01,0
2003-01-15,B,2 lube hoses u/s see text,PM01,210.92
2003-01-22,B,RH TURBO LUBE SUPPLY HOSE HOLED,PM01,138.78
2003-02-19,B,Repair lube line off on dipper,PM01,111.47
2003-02-19,B,replace broken grease line fitting.,PM01,613.06
2003-03-22,B,replace broken grease line,PM01,165.35
2003-03-30,B,BROKEN GREASE LINE.,PM01,237.52
2003-04-05,B,changed grease fitting on crowd cylinder,PM01,350.04
2003-04-08,B,REPLACE BUSTED LIP PIVOT GREASE LINES,PM01,59.38
2003-04-10,B,broken grease lines,PM01,0
2003-05-06,B,RH engine lube pump for PTO leaks,PM01,382.76
2003-09-02,B,repair grease nipples & interior light,PM01,594.81
2003-09-07,B,replace busted grease hose bucket pin,PM01,892.22
2003-09-29,B,repair grease line,PM01,266.86
2003-10-01,B,REPLACE BROKEN GREASE LINES ON BACKWALL,PM06,66.72
2003-10-03,B,Repair broken grease line on bucket,PM01,0
2003-10-30,B,REPAIR DAMAGED GREASE LINE.,PM01,240.61
2003-11-14,B,broken r/h lower crowd lube line   compl,PM01,53
2003-11-15,B,broken r/h lower crowd lube line,PM01,554.72
2003-11-17,B,CRACK IN GREASE CANISTER,PM01,69.39
2003-12-17,B,lube not working,PM01,295.06
2004-01-01,B,replace grease line on bucket,PM01,300.49
2004-01-03,B,change out broken grease fitting,PM01,841.38
2004-02-17,B,blown grease line,PM01,441.85
2004-02-24,B,replace broken bucket lube fittings,PM01,465.54
2004-02-25,B,REPAIR BROKEN GREASE FITTING ON BUCKET.,PM01,399.04
2004-03-04,B,broken grease line,PM01,0
2004-03-31,B,broken crowd lube fittings,PM01,0
2004-04-12,B,Broken grease line on bucket,PM01,244.74
2004-02-06,C,CHECKOUT GREASE SYSTEM FAULTS,PM01,74.1
2004-04-08,C,REPAIR LUBE SYSTEM,PM01,305.54
2004-05-14,C,REPLACE BROKEN LUBE FITTING / BUCKET,PM01,0
2004-08-18,C,REPLACE BROKEN GREASE LINE,PM01,162.74
2005-02-08,C,REPAIRS TO GREASE SYSTEM,PM01,149.34
2005-02-15,C,LUBE FAULT - LOW PRESSURE,PM01,199.12
2005-02-16,C,REPLACE BROKEN LUBE HOSE R/H  CROWD,PM01,199.12
2005-03-03,C,REPLACE GREASE DUMP SOLENOID VALVE,PM01,1649.22
2005-03-05,C,RECONNECT MAIN LUBE LINE AT BLOCK,PM01,0
2005-03-09,C,REPAIR GREASE FAULT.,PM01,1905.1
2005-03-27,C,REPLACE DAMAGED LUBE LINE ON RHS BUCKET,PM01,0
2005-03-30,C,REPAIR BROKEN GREASE LINE ON CROWD,PM01,112.31
2005-04-06,C,REPAIR GREASE LINES,PM01,0
2005-04-09,C,Check and Repair Bulk Grease Leak,PM01,35.66
2005-04-11,C,BROKEN GREASE LINE,PM01,35.66
2005-04-20,C,GREASE SYSTEM LOW PRESSURE FAULT,PM01,596.94
2005-04-28,C,CLEANOUT GREASE FILL FILTER,PM01,3047.39
2005-05-02,C,CHECK AND REPAIR GREASE SYSTEM,PM01,1118.32
2005-05-04,C,REPLACE BROKEN BUCKET GREASE LINE.,PM01,165
2005-05-21,C,REPLACE BROKEN GREASE LINE ON BUCKET,PM01,73.33
2005-06-05,C,REPAIR BROKEN GREASE LINE ON BUCKET,PM01,205.14
2005-06-12,C,REPAIR BROKEN GREASE FITTING ON BUCKET,PM01,410.29
2005-06-25,C,REPAIR BROKEN GREASE LINE ON BOOM,PM01,205.14
2005-07-08,C,REPAIR GREASE LINES ON BUCKET PIN,PM01,107.93
2005-08-18,C,REPLACE GREASE LIN TO BUCKET PIN,PM01,164.14
2005-08-22,C,UPGRADE TRACK ROLLER GREASE SYSTEM,PM01,8620.81
2005-09-12,C,REPLACE PRE-LUBE STARTER,PM01,466.3
2005-10-03,C,REPLACE BROKEN GREASE LINES,PM01,240.84
2005-10-10,C,REPAIR LEAKS AT GREASE LINES,PM01,1304.56
2005-10-27,C,REPLACE GREASE LINES TO BUCKET PINS,PM01,0
2005-11-27,C,REPLACE GREASE LINES ON BUCKET,PM01,858.06
2006-02-04,C,REPLACE LEAKING GREASE PIPE(rotor),PM01,162.24
2006-02-24,C,REPLACE BROKEN LUBE LINE,PM01,0
2006-03-04,C,REPLACE BLOWN GREASE LINE,PM01,130.9
2006-03-28,C,REPLACE CRIMP FITTING ON GREASE OVERFLOW,PM01,0
2006-04-10,C,RESEAL GREASE TANK LID,PM01,272.17
2006-04-10,C,REMOVE BROKEN BOLTS ON GREASE BLOCK,PM01,0
2006-04-16,C,GREASE LUBE FAULT,PM01,425.27
2006-05-02,C,GREASE QUICK FILL TOO SLOW,PM01,384.5
2006-06-14,C,REPLACE U/S GREASE LINE,PM01,193.47
2006-07-27,C,GREASE PUMP ON / OFF VALVE  U/S,PM01,2944.02
2006-08-30,C,GREASE LEAKING FROM GREASE TANK COVER,PM01,588.11
2006-09-14,C,REPLACE BLOWN GREASE LINE,PM01,372.34
2006-10-08,C,REPLACE GREASE FITTING AT ROTOR,PM01,168.03
2006-10-23,C,REFILL GREASE POT,PM01,252.05
2006-10-24,C,STEEL TUBE IN ROTOR LEAKING GREASE,PM01,1165.73
2006-10-25,C,WELD UP CRACKS ON GREASE PUMP STAND,PM01,336.06
2006-11-01,C,GREASE LINE U/S,PM01,0
2006-11-16,C,BROKEN GREASE LINE,PM01,168.01
2006-11-19,C,REPAIR LUBE FAULT,PM01,134.41
2006-11-26,C,LUBE ALARM ACTIVATING AT TIMES,PM01,3198.6
2006-12-02,C,LUBE SYSTEM FAULT ACTIVATED,PM01,154.6
2006-12-03,C,UNDERCARRIAGE LUBE PUMP  HAS FAILED,PM01,8498.97
2006-12-18,C,REPAIR MAIN LUBE SYSTEM,PM01,2167.1
2007-01-15,C,INVESTIGATE LUBE FAIL ALARM PROBLEM,PM01,276.62
2007-02-08,C,REPLACE BROKEN GREASE LINES,PM01,0
2007-02-10,C,LUBE SYSTEM ALARM,PM01,80.98
2007-02-12,C,LOW LUBE PRESS LINE B,PM01,2008.6
2007-02-15,C,REPLACE BUCKET GREASE LINE,PM01,161.96
2007-03-04,C,REPAIR LUBE LINE,PM01,295.11
2007-03-10,C,REPLACE BROKEN GREASE LINE,PM01,147.56
2007-03-12,C,REPLACE CONTROL VALVE FOR LUBE SYSTEM,PM01,0
2007-03-15,C,BLOWN MAIN GREASE LINE NEAR PUMP,PM01,258.22
2007-04-04,C,grease system error.,PM01,255.29
2007-04-29,C,REPAIRS TO GREASE SYSTEM,PM01,5233.33
2007-05-07,C,REPLACE LUBE PUMP SOLENOID,PM01,2469.64
2007-05-19,C,GREASE LINE FALLEN OFF,PM01,0
2007-06-15,C,LUBE FAULT - LINE B LOW PRESSURE,PM01,311.46
2007-06-29,C,BROKEN GREASE LINE ON BUCKET,PM01,0
2007-07-12,C,BROKEN GREASE LINE ON BUCKET,PM01,0
2007-07-26,C,DIAGNOSE & REPAIR - RH ENG PRE LUBE,PM01,0
2007-09-04,C,REPLACE GREASE PUMP,PM01,6832.91
2007-09-10,C,REPLACE FRONT GREASE PUMP - OIL LEAK,PM01,14790
2007-09-18,C,GREASE LEAK AT FRONT PUMP FITTING,PM01,0
2007-10-28,C,GREASE FAULT HAS COME UP TWICE,PM01,178.4
2007-11-24,C,LUBE SYSTEM FAULT,PM01,146.9
2007-11-25,C,GREASE LINE ON BUCKET BROKEN,PM01,146.9
2007-11-25,C,BLOWN GREASE SUPPLY HOSE L/H/S BOOM.,PM01,293.79
2007-11-27,C,"REPAIR GREASE PUMP EX CON STOCK, THIS IS",PM01,4644
2007-11-27,C,BLOWN GREASE ON BOOM,PM01,314.69
2008-02-01,C,BROKEN GREASE LINE ON BUCKET.,PM01,194.2
2008-05-03,C,CHECK/ ADJUST LUBE SYSTEM OVER GREASING,PM01,505.48
2008-07-07,C,GREASE LINE BROKEN ON BUCKET,PM01,256.48
2008-07-08,C,REPAIR GREASE LINES ON BOOM. BENNIE,PM01,3014.7
2008-07-11,C,LUBE LINE LEAKING ON BOOM  @ R 8,PM01,265.09
2008-08-06,C,REPLACE R/H/S PRELUBE TIMER RELAY,PM01,679.04
2008-11-02,C,LUBE FAULT - CAN'T SHUT MACHINE DOWN,PM01,491.05
2009-01-19,C,CHANGEOUT LH LUBE PUMP (PTO),PM01,1878.33
2009-03-19,C,GREASE LEAK AT PUMP,PM01,334.25
2009-04-26,C,GREASE LINE ON LHS OF BUCKET BROKEN,PM01,138.21
2009-05-27,C,LUBRICATE BOTHE IDLERS WITH GREASE,PM01,0
2009-08-27,C,REPAIR BROKEN GREASE LINE.,PM01,0
2009-08-31,C,CHANGEOUT L/H LUBE PUMP (PTO),PM01,7995.64
2009-09-24,C,REPLACE BROKEN GREASE LINE ON STICK,PM01,256.25
2009-09-27,C,GREASE DISTRIBUTOR FITTING REMOVED,PM01,3269.75
2009-10-22,C,L/H GEARBOX PUMP LUBE PRESSURE FAULT,PM01,3675.7
2009-10-25,C,REPLACE BLOWN MAIN LUBE LINE @BOOM,PM01,777.18
2009-11-03,C,REPLACE LUBE HOSE TO BUCKET,PM01,0
2009-11-30,C,MAJOR GREASE LEAK ON TOP OF BOOM,PM01,1669.5
2009-12-14,C,CHANGE OUT R/H SERVO/PTO LUBE PUMP,PM01,0
2010-02-24,C,REPAIR GREASE LEAK ON BOTTOM OF BOOM,PM01,175.1
2010-03-08,C,L/H ENG PRELUBE RELAY FUSE BLOWN,PM01,1043.23
2010-03-14,C,Replace u/s dump valve on u/c grease sys,PM01,2701.05
2010-04-07,C,LUBE SYSTEM FAILURE,PM01,3088.45
2010-04-09,C,REPLACE PRE LUBE RELAY,PM01,2801.62
2010-06-30,C,REPAIR BROKEN GREASE LINE.,PM01,0
2010-08-04,C,REPLACE GREASE REFILL HOSE,PM01,957
2010-08-07,C,FIT BULK FILL TO MACHINE FOR GREASE,PM01,138.72
2011-04-04,C,GREASE PUMP LEAKING,PM01,4699.98
2011-04-12,C,Repair Grease leak on Stick,PM01,2617.63
2011-05-01,C,GREASE FAULT NO PRESSURE BIULDING UP,PM01,0
2011-05-01,C,REPAIR & REPLACE GREASE HOSES BUCKET,PM01,9300.14
2011-05-05,C,GREASE LINE AT CLAM CYLINDER U/S,PM01,873.84
2011-05-06,C,GREASE LEAK ON DISTRIBUTOR BLOCK,PM01,242.98
2011-05-08,C,GREASE LINES BROKEN AT BUCKET,PM01,998.67
2011-05-09,C,FIT NEW OIL PRESS. SW FOR PRELUBE,PM01,828.71
2011-05-16,C,LOWER LUBE HOSE ON STARTER MOTOR CRACKED,PM01,0
2011-06-27,C,REPLACE RH ENG PRE-LUBE STARTER,PM01,4833.32
2011-08-08,C,Grease pump leak top of pot,PM01,0
2011-08-24,C,RECTIFY PUMP BOX LUBE FAULT,PM01,1606.56
2003-07-09,D,lube system fault,PM01,162.7
2003-07-17,D,repair lube fault,PM01,488.09
2004-03-08,D,lube fault,PM01,369.62
2004-03-31,D,Replace inline grease strainer filter,PM01,530.37
2004-04-04,D,LUBE A LINE GOING INTO FAULT,PM01,183.56
2004-04-14,D,lube system malfunction,PM01,122.37
2004-05-01,D,lube fault (grease tank empty),PM01,262.74
2004-05-17,D,lube fault.,PM01,262.74
2004-05-18,D,Lube system fault,PM01,0
2004-05-18,D,Broken grease line on bucket,PM01,0
2004-05-26,D,Grease fault alarm erratic,PM01,481.44
2004-06-08,D,grease sys going out on fault,PM01,1442.18
2004-08-08,D,oil leak from steel line on boom,PM01,310.16
2004-08-25,D,lube fault,PM01,155.08
2004-08-26,D,out with lube fault,PM01,155.08
2004-09-24,D,grease system is timing out,PM01,218.57
2004-10-01,D,oil leak from steel line on boom,PM01,1309.74
2004-10-13,D,Repair broken grease line.,PM01,914.19
2005-01-10,D,repair lube system fault,PM01,0
2005-03-05,D,Lube Fault - Lost Crowd.,PM01,0
2005-03-11,D,Overhaul Lube Pump.,PM01,3274.06
2005-05-28,D,troubleshoot lube system no pressure had,PM01,3584.66
2005-07-20,D,replace both boom to stick grease hoses,PM01,0
2005-09-29,D,continual lube faults,PM01,175.19
2005-09-30,D,Replace broken grease line bucket pivot,PM01,350.37
2005-10-08,D,Replace line indicator grease block,PM01,1201.13
2005-10-22,D,lube system auto lube not working,PM01,175.19
2005-10-23,D,grease system not working,PM01,0
2005-11-11,D,replace lube block on access stairs,PM01,669.04
2005-11-14,D,grease lube fault,PM01,0
2005-12-03,D,CHANGE OVER GREASE SOLENOID FAULTY,PM01,713.6
2005-12-11,D,grease fitting leaking on stick,PM01,0
2005-12-23,D,Repair grease line on deck of SHD24,PM01,230.2
2005-12-29,D,Changeout lube pump on SHD24,PM01,1670.12
2006-01-05,D,Reair and return grease pump,PM01,940
2006-01-15,D,Grease line hanging from car body,PM01,0
2006-01-17,D,coupling leaking front grease pump,PM01,0
2006-01-19,D,BLOWN GREASE LINE,PM01,0
2006-02-07,D,replace shaft lube. seals #3 & #4 mains,PM01,0
2006-02-07,D,R/H/S prelube pump leaking,PM01,2973.56
2006-02-07,D,repair lube lines on access stairs,PM01,32.2
2006-02-07,D,Replace grease screens,PM01,761.76
2006-02-07,D,Repair Grease leak at pump,PM01,24.2
2006-02-20,D,Repair grease line crowd,PM01,615.13
2006-03-05,D,Main grease supply hose blown,PM01,0
2006-03-09,D,Hyd. leak leak at grease system,PM01,0
2006-03-09,D,Grease leak behind control panel,PM01,0
2006-03-25,D,lube fault,PM01,82.32
2006-03-25,D,lube falt,PM01,0
2006-04-13,D,Replace grease system control valve,PM01,0
2006-04-27,D,pto spline cavities loosing oil,PM01,524.12
2006-04-30,D,grease leak,PM01,0
2006-05-09,D,Replace Terex grease filter,PM01,708.57
2006-05-16,D,Repair grease line on SHD24,PM01,0
2006-06-15,D,DEF.Repair broken grease line on steps,PM01,0
2006-06-16,D,REPLACE GREASE LINE LEFT HAND BUCKET,PM01,0
2006-06-26,D,Lube low pressure fault on SHD24,PM01,702.59
2006-07-27,D,Supply grease pump adaptors,PM01,593.66
2006-08-12,D,blown grease line at pump,PM01,402.66
2006-08-12,D,Broken grease line,PM01,0
2006-08-31,D,LUBE FAULT,PM01,0
2006-09-03,D,replace grease fill filter,PM01,0
2006-09-14,D,System low on pressure,PM01,316.01
2006-09-14,D,Replace failed lube pump SHD24,PM01,0
2006-09-14,D,Require spare lube pump for SHD24,PM01,6915.4
2006-09-17,D,Grease pump failed,PM01,0
2006-09-17,D,Replace Failed Grease Pump SHD24,PM01,0
2006-09-28,D,machine needs a grease audit,PM01,0
2006-10-06,D,machine down - lube fault,PM01,0
2006-10-21,D,Lube fault on SHD24,PM01,158.99
2006-11-02,D,lube fault,PM01,0
2006-11-02,D,Supply Terex with grease system parts,PM01,370.52
2006-11-14,D,lube malfunction,PM01,3047.39
2006-11-14,D,Lube Malfunction,PM01,0
2006-11-26,D,Lube fault,PM01,396.88
2006-11-27,D,Lube fault re-occurring SHD24,PM01,152.63
2006-11-28,D,replace lube pump,PM01,264.59
2006-11-29,D,Install grease pump,PM01,165.49
2006-11-29,D,Re-occurring lube fault SHD24,PM01,413.72
2006-11-29,D,Changeout lube changeover valve SHD24,PM01,6609.96
2006-12-12,D,Lube system fault,PM01,165.49
2007-01-23,D,replace gease line on bucket,PM01,0
